Proteins,LFQ intensity 28a,LFQ intensity 28b,LFQ intensity 28c,LFQ intensity 28d,LFQ intensity 29a,LFQ intensity 29b,LFQ intensity 29c,LFQ intensity 29d,LFQ intensity 30a,LFQ intensity 30b,LFQ intensity 30c,LFQ intensity 30d,LFQ intensity 7a,LFQ intensity 7b,LFQ intensity 7c,LFQ intensity 7d,LFQ intensity CTLa,LFQ intensity CTLb,LFQ intensity CTLc,LFQ intensity CTLd
MRPL41,28.24649163,27.56223613,28.82216726,28.02120442,27.18659714,28.44320264,27.47235531,26.76622923,27.6078783,27.88192033,28.68772455,28.57188582,26.97366566,27.67962721,27.18603034,28.59509109,0,0,0,26.54742622
RBM23,23.21917384,23.42008358,24.16468969,0,23.45801303,23.66871449,23.47258772,0,0,23.65173757,23.66188246,0,24.08237192,24.15073709,24.10996452,0,0,0,0,0
ABCF1,29.73626429,29.31885355,29.43107566,29.35818976,28.2478501,29.23008943,29.07035233,28.39292523,28.5836965,29.0604651,29.29983493,29.21479586,26.95271512,29.52997472,28.8937416,28.90512245,27.9511593,28.53934272,27.07214275,0
ARCN1,26.13400588,27.90540941,26.45148783,26.99302077,27.12089897,28.08603229,25.71046048,26.306156,27.23297331,28.18607758,26.30183749,26.52101748,26.93999719,28.55259476,27.24726159,25.34333375,27.62177612,27.50316954,27.36377638,0
MYO6,22.29661715,0,22.10229485,30.89026627,31.07290939,27.74893601,0,33.77136286,30.76033976,21.69281128,22.22599817,24.00795664,30.17164434,21.86842319,0,30.66780136,32.02025745,0,0,22.45728668
RFC2,28.73230672,28.41122759,28.02686009,28.42177766,26.73000797,28.10284546,27.05558646,27.20219095,27.5824767,28.19666786,28.36653033,28.63401834,26.93156857,28.18834337,27.14452693,27.72129782,25.57343246,27.7079358,27.00977276,26.97322772
RBM25,29.01613782,28.466066,29.32872977,29.06275675,30.31008019,30.39335494,30.46470359,28.12479821,24.28008429,28.96220812,28.56358225,28.30247389,30.12213405,30.22791125,29.99577241,29.00801009,23.83701575,26.6896585,25.6793319,0
MRPS17,28.74017886,29.23829106,28.7573224,29.19197066,27.48669449,28.03322915,28.92391215,27.73847258,28.13941263,29.1149062,29.35913284,28.79893998,26.90563894,28.04171254,29.28334705,29.92578056,25.09575145,0,0,0
RBM26,28.74082222,27.93696856,29.19856588,29.13628642,29.24136321,28.62773631,28.99851881,28.75053414,26.04393509,27.89272883,28.15136632,29.56601663,29.09214595,28.19145304,29.15682422,28.59953164,24.18055873,26.15678565,25.9164313,0
RBM27,29.70600974,27.81555588,28.31289521,27.88745092,29.90383042,28.42658411,28.50861968,26.9680719,28.57470323,27.22903514,25.94831001,28.11649349,29.47686129,28.05811818,28.06738044,28.07902792,24.42854215,0,0,24.16445953
RBM3,28.76430038,28.06691874,28.26865521,26.82043356,28.2994201,29.35245514,28.29985675,27.47869446,27.81427275,28.51844588,26.90058088,27.413368,28.31125017,28.54966036,28.43416173,27.10709317,27.93218834,26.58104033,0,25.73021533
RBM39,30.5106016,30.96223571,31.70742572,31.19841366,31.30970083,31.6467584,30.72232432,30.71987907,29.50151909,30.5862046,30.7360223,30.94635623,31.3358054,31.47392336,31.20046141,30.97069325,28.27639707,29.39827725,28.56641591,24.71596785
RBM42,27.7950115,28.17754903,28.01174653,26.96002722,27.70760674,28.64972467,28.123072,27.77291276,26.76344581,28.14729569,27.31777597,27.51382348,27.70404811,27.7866239,27.82189365,27.83887989,24.96895079,26.31944804,0,0
ZRANB2,25.15695919,29.05359412,28.96875858,27.50096852,26.85019332,29.3106653,27.07602288,27.84870192,28.41110634,28.37227166,26.2546864,27.1969492,26.87806551,30.59850265,27.20312497,29.01826212,24.64493446,26.77253527,24.51099011,27.16086808
EXOSC1,27.84541539,28.43073679,27.50937502,25.7612152,26.74957547,27.9560988,27.27550931,0,27.28691967,27.30765054,27.88663721,26.28379743,26.87572423,28.258043,27.20153677,25.5848866,0,26.85578725,25.8828766,0
MRPS14,27.09838442,28.76765049,27.95388089,27.6741138,26.92048043,28.43912538,28.99112935,27.23772142,26.19268562,28.79206587,28.01818252,28.33065419,26.8718528,28.13994926,28.10819054,29.31691332,26.01190645,0,0,0
RBM7,27.82189365,27.29561565,27.99307478,25.27081287,29.38141878,29.05891811,29.47097944,0,27.47251026,27.37542383,26.1729321,0,29.55090821,28.60501899,29.46587145,27.51615532,23.49521484,0,0,0
RBM8A,28.37496802,27.98304943,28.73081781,27.72747835,31.07858265,30.41518284,30.40039622,28.3211784,28.25952534,28.15875128,28.27079505,27.24018064,30.76548645,29.91854828,30.64486916,29.19481429,27.8075943,28.25961513,28.97847429,26.23412525
MRPL9,28.18890926,28.46240404,29.0055762,28.60530164,27.14160669,28.52701255,28.56590772,27.18243543,27.39933713,28.29013187,29.4161901,29.55778866,26.86761753,27.86514121,28.28352369,28.86741133,0,25.21386009,0,0
HNRNPLL,27.74149744,27.19554192,26.4012755,23.84938219,26.70319009,26.57284002,26.16930435,25.28217189,26.57571327,26.64979318,27.129375,27.51547872,26.86041261,27.6768059,26.25938166,24.23607961,0,25.60444645,0,0
EXOSC2,28.76116447,29.10806588,28.33955856,28.36769709,27.21011095,28.35443227,27.96427555,25.71502522,27.9510481,28.21266403,28.08024851,27.60087886,26.85982044,28.44501984,28.00817042,27.2619477,25.30699035,28.14729569,26.82420245,25.29750601
RBMX,32.14528037,32.39297128,33.61992817,33.06761445,33.76416195,33.18392355,33.52320779,32.37704906,31.36416266,32.21835733,32.55004584,33.02273946,33.33084649,33.0804582,33.76445858,33.38187771,29.66353243,29.96182187,30.56292754,28.38104741
NOP10,28.29096675,27.36034746,25.50536721,27.32087724,26.64361402,26.17700719,25.34935359,25.79815514,26.79587855,26.18090013,26.73208025,26.7933999,26.13545488,26.17003063,26.16698929,26.29114245,24.19535418,0,0,0
RBMXL1,24.50827209,24.80454504,26.47715089,25.7071986,26.44313149,26.15884756,26.68538701,25.25594716,24.80040347,24.71408198,25.15131792,25.19606747,25.85333811,26.29680617,26.72559447,25.17207372,0,0,0,0
MAZ,28.55178839,28.22356803,28.55504773,28.56110734,26.39448795,27.83990114,27.74688782,27.82832479,27.35867186,28.27901277,27.06978916,29.07019876,26.83231464,27.99015565,27.80156332,27.81988564,27.40381262,26.59903497,25.84895258,27.11167664
WDR61,26.54880827,27.25087941,26.08780337,25.55095223,26.43741187,27.1654758,25.4058099,24.91205092,26.47230882,27.70418007,26.3440622,0,26.82578003,26.74175458,26.61666774,25.86919545,26.45367141,27.51073363,26.43758649,0
RPS27,28.02527662,29.2185421,28.96936259,29.16942383,27.28841665,29.45108689,29.265283,30.52299741,27.26230622,29.27792717,29.76738214,30.15532897,26.82480942,29.1814879,28.59366723,29.74600684,23.21010352,28.10009027,27.93320195,27.74111164
LIN28B,27.49304746,27.43316694,27.54237196,26.91067932,26.71135357,27.10848968,26.75149216,26.38903153,27.08101086,27.71849159,26.67640241,26.81347786,26.81017131,26.9680719,26.71881818,26.82468805,0,24.31112022,0,0
DNAJB6,26.6845847,27.28718395,27.4809297,27.40340633,26.89458022,27.39247492,26.77026827,26.90678603,26.7292301,27.73615137,28.01361113,27.63602559,26.80980345,27.2925473,26.95071447,26.96024822,25.849239,26.09836434,0,27.43499682
NIPSNAP1,26.39236027,0,24.01724816,0,27.75161985,24.8644329,25.99427315,23.57288338,27.52559452,23.55192038,26.07404328,0,26.79958855,24.55946719,25.46858502,23.99748549,26.84613309,24.18177223,0,26.74983118
RDX,27.55808072,27.27008212,26.20722751,25.13339844,26.28001347,27.09315398,26.50803024,0,26.6367171,27.37393155,26.23908817,0,25.79775947,28.07076176,26.99129157,0,26.68190709,24.85880134,24.7571507,0
RECQL,26.51049219,24.68645607,22.74343002,24.45243079,25.62287939,22.84754831,0,22.87473976,26.4298354,0,25.19268562,25.17485682,25.70817268,25.75470649,0,0,26.45195939,0,0,0
NOP56,29.74082222,28.71983013,29.09770654,29.56107091,28.60978136,27.91524626,27.56768562,27.54340488,29.19723049,27.24172689,28.73731244,28.89602496,27.96013772,28.0939599,27.76033976,28.18989904,26.14080746,26.48413009,26.23857807,0
RFC4,28.76316084,28.96991146,29.03165266,28.56219974,26.83328022,28.53826988,27.76445858,27.196105,27.60321578,28.76875495,28.25889665,28.23466433,27.12050352,28.74480464,28.05687871,27.59056546,25.77120069,27.90540941,26.27366102,25.41212453
HSPA2,26.9139918,22.68876254,0,0,26.64581409,22.23175088,0,0,27.55786168,23.23879306,0,0,26.77127627,23.12022269,21.18719015,0,25.61310217,0,0,22.7431218
RIF1,24.04243289,26.29345972,27.36168654,22.1636767,30.83951075,27.96768722,26.66180093,24.21867143,25.91893492,26.5803216,26.11277053,23.7950115,30.41649214,24.79921798,27.14831443,24.82250159,26.60441817,27.43523532,25.07626759,25.50348803
RNPC3,26.10261523,26.00947379,26.2208313,26.9383154,25.92858994,26.2225274,26.05608282,24.04934671,25.52623654,25.77240942,25.64639105,25.44909624,26.70675083,26.57074284,25.47837045,25.31958585,0,0,0,0
RNPS1,28.02300396,27.18961632,27.57383692,27.40616685,31.41920766,30.18765929,29.30158024,29.45242293,27.95499027,25.6951926,27.97393931,26.82965597,30.83401906,30.18293262,29.44772164,30.45522853,27.33185032,25.99170244,0,26.02607913
CAPZA1,26.80402799,27.14879929,25.71350525,25.66332204,26.46516306,27.28700777,26.85352849,29.02957433,26.64498945,27.22214042,27.21048259,0,26.73956741,27.05144346,28.06932823,26.2164343,28.73456952,28.64955337,28.77398177,0
RPL22L1,25.86518842,27.13055375,26.94357847,0,0,27.51276915,26.36676376,0,0,27.34925234,25.5605754,0,0,25.36161962,27.07785721,22.98865487,0,25.52300863,27.13281034,0
NUFIP2,28.90509375,28.31781909,26.95282619,27.25556905,29.13714192,28.39607348,25.86907775,27.98457127,28.3505596,27.46068673,25.31975811,28.6898251,29.14569337,28.85816108,25.85386158,26.84230123,0,23.67012026,23.55648828,26.84314032
CDK13,26.33446125,26.19698671,0,26.0292847,27.23480135,26.10862926,0,0,25.23972554,25.01869191,22.61238799,25.32044691,26.72142821,27.04614382,24.55444037,24.69397054,25.68666979,0,0,0
RPL27A,32.58039798,33.24954639,33.22991758,32.67925807,32.30527659,32.29728954,32.38339785,31.11073124,33.41021181,32.90800739,31.90433301,31.79071506,31.31343593,30.90999303,32.7902684,31.21506212,29.55762435,30.95310382,30.84871684,28.07867171
RPL35,32.53331615,32.94053985,32.69164394,32.25307394,31.18754131,32.51965072,31.44795806,31.20092905,31.84826912,32.85221916,32.54731314,32.25796997,30.67690676,31.60818683,31.96044157,31.64400959,29.21673957,30.95698501,29.86394574,26.82140712
TSR1,28.97792866,30.9636143,28.79491858,30.37430477,27.71809959,30.50370032,27.92965122,31.55435254,27.0623965,31.49161475,29.90913471,31.21065676,26.70622387,30.30953821,28.83915029,31.18281426,24.98098152,27.11465803,22.88474067,22.84718507
LARP1B,26.88425158,25.30563429,26.3591915,26.30912617,26.2700643,26.56614732,27.1191186,26.52260464,26.83013973,26.41084764,26.03904722,26.66016938,26.69604212,25.00774283,26.85412324,27.41506192,0,0,0,0
MRPS11,27.65225745,27.4912898,27.51990843,27.80525875,27.04291293,26.84122168,29.23347625,26.42783916,26.45206939,26.32601411,27.49800322,27.8164717,26.69537848,26.89145462,27.70219943,28.55413293,25.05891295,0,25.00876883,0
PRPS2,24.38455928,25.15356162,23.54096896,23.79966265,25.80097117,24.48173046,24.59400196,0,26.02757735,0,0,23.24475636,26.68618888,24.24314434,23.60659408,23.64185154,26.97344671,0,0,0
RPL7,34.38715266,34.51676586,35.29385489,34.08012459,32.98934035,33.9698017,33.80539714,32.71849159,33.68802065,34.28747021,34.50592557,33.71477146,32.46036451,33.76346956,34.2438134,34.01778774,32.14205728,32.73632478,32.34976379,30.75771978
NXF1,27.71495974,27.06712396,26.70332212,27.49037191,27.06229356,26.02341647,25.13241814,26.73208025,26.59676234,25.73673202,25.54722027,27.94887809,26.31865534,27.28736012,25.96027032,26.29179236,24.33667599,24.62176215,0,0
RPL7A,33.6032202,34.16128866,34.63925124,33.52915561,32.37446024,33.78624219,33.88358173,31.6642024,33.07648168,33.92521463,33.74103527,33.11433534,31.68097713,33.19348718,33.94567624,33.20939354,31.14831443,32.59036023,32.32651351,30.1519469
RPL8,33.20249165,34.23962313,34.34407226,33.32173753,32.07539817,33.89482593,33.82230784,32.34844525,32.66784365,33.97348434,33.98829095,33.12111519,31.43464892,32.90643124,33.56467732,33.10374602,30.62357374,32.4334555,32.34058818,28.67942587
FUBP1,25.85028872,26.27552707,24.95969565,0,26.52641566,26.32306136,25.11044253,23.42649614,26.29593089,24.61565792,25.37643438,22.56446492,26.67020132,26.36808024,26.85352849,23.83624533,25.97482557,26.28586204,26.55873763,0
RPL9,32.65499488,33.32737044,34.08717741,32.24090281,31.93413749,32.88794473,33.31432767,31.11098009,32.22845611,33.3288421,33.21007611,32.30785678,31.59490429,32.57774473,33.3032091,31.62562169,30.74943162,31.86761753,31.92941842,28.48864929
RPLP2,33.67797792,34.51176824,34.67582429,33.93156857,32.07797814,33.93156857,33.81745556,31.91538162,32.72821661,34.43595309,33.66532539,33.26472392,32.24994191,34.20798381,33.10516764,32.74781226,31.05885362,32.95918088,32.53289831,30.97350145
NAA38,25.56560998,24.63953502,26.88063654,27.22848478,26.70556489,27.00817042,26.77039431,0,25.55106962,26.03680663,25.1510469,25.26388266,26.65594599,26.38185606,26.69803122,24.95708468,0,26.44733147,25.97567849,26.91593006
RPP38,25.80982798,25.92858994,26.03181039,25.46095227,0,25.16188688,0,0,24.65277715,25.64573164,25.77798666,25.40632907,0,25.99526564,24.82740435,24.510628,0,25.22949362,0,0
HSD17B4,0,25.95398077,0,28.15325235,24.20411438,25.34567027,0,27.74046841,26.67640241,27.59120776,26.5702796,29.8632664,26.6517102,26.71266595,26.83267681,27.52895076,30.56783066,26.4007708,0,28.90796085
SART3,29.35634373,26.24196323,26.32981632,25.12762474,27.42157704,25.38004008,25.05370287,25.40142199,27.49243634,26.22945695,27.39206542,24.64190665,26.63878964,26.73052632,25.74093156,25.2013872,26.63034268,27.01169322,0,25.04343453
GTF3C1,28.41691489,28.88337781,28.01350465,28.09259965,27.43706258,27.57809128,26.43722136,26.05038509,28.20508446,27.75881599,29.08146808,27.9712005,26.62547364,28.75601822,26.99204835,27.28241937,25.86662751,26.88122022,0,0
MRPL30,26.67290072,25.87942171,27.49602296,27.49693726,26.47790745,27.07081293,26.65989728,25.58866546,26.67060655,26.44851348,27.80814691,28.0868928,26.61456315,26.47137877,25.99429473,27.5458367,0,0,0,0
SMARCA4,28.15875128,28.23210417,26.50153048,0,27.23881492,26.15383217,25.36372626,24.73101858,26.88657907,26.58290734,28.39521555,0,26.60667878,28.45407164,26.70740927,23.38890019,28.3092563,27.90506505,25.92041228,0
WIBG,28.08080761,28.13594408,28.28964829,27.53371066,26.77605466,28.29320535,27.81860636,29.92903035,27.6434764,28.82347376,28.36319153,28.82950476,26.59860913,27.59448612,27.9007536,28.78534595,0,0,0,0
FTSJ3,28.66932292,28.0887639,28.79389597,29.04549301,26.63422611,27.00206524,26.95060324,24.90806969,27.96620249,27.60710226,29.07615034,28.09707859,26.59818316,26.89226561,27.01350465,27.58649096,27.4165928,25.65414388,26.18825847,0
RPP40,27.36877966,26.66166503,26.06730863,26.38643537,25.437523,25.35178146,23.56604567,25.4142878,26.61666774,26.77655673,26.45144067,26.29100189,24.87445836,25.76468636,0,25.69551123,0,26.37051009,0,0
CSTF1,24.6004252,24.11933632,22.87764436,0,26.422251,27.39239303,25.89642923,23.52754955,23.54757331,23.47395045,22.31282425,0,26.58978005,26.88959921,26.19112354,24.71392471,26.34228278,24.98180904,25.19813026,0
PATL1,26.11259159,25.03426869,25.60842833,25.70825163,25.51228692,25.27767448,24.57178458,24.76875495,26.11680082,24.42617618,0,26.22492066,26.35553324,26.4862495,24.98923545,25.69178952,25.24347125,24.57242083,0,0
RFC3,28.79575471,27.80248806,27.95054762,27.0605424,26.5278627,26.67047148,25.52957639,26.5181682,26.1696102,26.94223653,27.87630991,27.02422001,26.56546472,27.95881111,26.34697233,26.54841144,25.43447196,25.29158161,0,24.4602649
RPS19BP1,24.59137899,24.20441293,24.44890726,24.63217474,0,23.81470058,23.71983665,24.44392189,0,24.32724836,23.07077609,25.21300719,0,23.91451652,0,0,0,0,0,0
OLA1,28.2190501,29.53804781,29.2410904,26.63782282,25.94286293,28.42093488,28.38174882,24.01945567,29.74461219,31.23922477,30.9357188,27.60928821,26.55441109,28.44604594,28.24703517,24.61694812,26.41160744,0,26.19811152,0
RBM34,29.07127339,29.42155698,30.74991108,30.38658749,27.14228861,28.91877573,29.2797213,26.41310971,28.43868927,29.60703169,29.79586307,28.99428934,26.55255079,28.61354483,29.10502085,28.64364842,27.36269004,27.88739281,24.91081654,27.33398379
RRBP1,27.59505552,26.27125826,27.39819569,0,27.08354912,26.7280625,26.73918109,0,0,26.96774218,25.94266161,0,24.89998193,27.63706273,26.55553783,0,25.35309485,27.96966449,0,0
RSBN1L,28.27293172,28.49842177,27.83140883,27.88279499,25.46173297,27.39827725,25.2546864,26.49249747,26.45263501,28.16810902,26.49047903,27.80685717,25.44610117,27.80063798,27.12455174,25.90999303,0,24.90948955,0,0
LOC285423,25.36238907,30.28614855,0,0,23.1717913,25.25024694,28.56085232,0,0,0,29.4410269,26.04387253,26.51150294,29.29684117,28.26163392,0,0,0,29.16820468,0
RSL24D1,0,25.70334853,26.53903205,25.13578756,0,24.9544246,25.53201675,0,0,25.75519057,25.75067469,24.81009775,0,25.31139744,25.38225197,24.58680589,0,0,0,0
RSRC1,0,25.31706863,25.65600057,26.10165386,27.15489458,27.36043119,27.92348717,26.12750667,0,24.29396832,24.08407652,25.07459457,27.45458157,27.13418219,28.01881923,27.82523414,0,0,0,0
RSRC2,23.52659475,23.20445771,23.7716289,25.24822119,26.72468412,27.3770801,26.82626509,26.51474162,0,0,0,0,26.25284731,28.03857635,28.42754348,28.56452743,0,0,0,0
C17orf49,27.54885236,27.05341287,27.11941548,24.74678533,26.5155088,26.53133267,26.92795732,22.80136103,26.1538515,26.65294123,27.4326892,24.93521578,26.48259233,26.54930783,26.67101167,24.66968786,25.64891598,27.08040101,26.9122794,0
TBL2,28.46408035,28.30443363,27.83177122,27.97475994,26.74534976,27.36017999,27.04947136,27.34375732,27.50718345,27.76008591,27.79649754,28.38697799,26.48182283,27.42710385,27.59605141,28.56383678,0,25.05333,0,0
IDH3A,25.91716008,27.76724005,25.37195607,24.93319069,26.97989196,27.00784974,24.25212545,24.18842827,26.12748699,28.55369362,25.78656159,25.55376685,26.48117614,27.40657236,25.23607961,0,26.54638146,26.27330531,0,0
C19orf53,29.23308763,28.05180645,28.99007448,29.21542091,26.59120776,27.45591439,27.71862223,28.87097148,28.08299109,27.2984153,27.74880808,29.57805528,26.47670295,26.3610339,27.65778673,29.08116328,26.89827588,26.08784382,26.44988338,0
NIP7,28.55464529,26.95781534,28.52716174,28.41968988,27.25583914,27.32971369,27.39050828,26.07907879,27.43029813,27.10099255,27.83665467,27.13281034,26.47038606,27.08608292,27.24299903,27.50657829,25.54545378,25.51132196,0,0
RPP30,27.53400763,27.76014938,27.99647297,27.51735738,26.47230882,27.11386359,27.13643311,25.98411488,26.78743372,28.05909868,28.37364121,27.64498945,26.46609713,27.34248626,27.59903497,26.70872524,0,26.27934051,0,0
RTCB,30.3246372,30.66906944,29.55217331,29.28883465,30.23557757,30.43569235,29.67279958,30.04257379,29.82656817,29.90540941,29.81980953,29.73536066,30.36212566,30.77572508,29.95004697,29.57562312,29.48358437,29.50220226,29.88840933,28.68835837
MPHOSPH6,27.85174275,28.39807334,27.1379969,27.62777109,27.00217257,27.6289532,26.94122926,25.17413297,27.46037428,27.59363162,27.0292847,26.58348131,26.45867019,27.66587174,26.69285384,25.95389199,25.74880808,27.47204537,0,0
MDN1,26.30182005,24.03246214,24.03212579,25.58037911,26.45660383,24.12249943,23.1994489,23.27838366,25.20467412,0,27.66803815,24.94315366,26.44763101,24.06200528,24.6556185,25.15417995,25.5503358,26.19441511,0,0
SAFB,28.87827019,29.04398201,30.16110843,29.49684205,32.20051987,31.00931894,31.12238094,28.37765934,28.54307296,28.95085349,29.6007371,28.61645742,31.48888866,30.1639895,31.01464894,29.20848391,25.36375967,28.16853946,26.62366094,0
SAFB2,24.20209751,24.07038304,27.22075751,24.82410531,30.43479803,27.26526064,27.86873638,0,22.12480413,21.73578738,22.59877948,24.03439464,29.21909627,26.22059147,28.42502377,23.6180691,24.17972386,0,0,22.45141237
SAMD4B,28.72432633,26.52954661,26.89988977,25.77783621,27.64079027,26.69218873,25.7725101,24.12289433,27.54980722,26.07657343,26.50889165,25.39927193,27.73802153,25.58626187,26.71999328,26.40197528,0,0,0,0
PTGES3,25.14751891,26.90380169,25.09984957,24.68110284,26.29398586,29.04074627,26.41548106,23.47803093,28.26311257,28.44300498,26.66071343,24.17637953,26.39667781,28.34921015,26.16716161,25.43799914,25.70717227,25.59838196,27.47297499,0
LSM14A,26.5325816,26.23688251,26.20215357,25.14008583,26.20549468,25.68198749,25.70785683,25.50166714,27.69451528,26.28485657,25.78254297,25.9136723,26.39136082,26.36726383,25.84282872,24.77720915,27.31172656,26.7598955,26.43891924,0
SAMHD1,28.24272652,27.48715468,27.08172202,26.53133267,27.95465755,27.10029082,27.10968562,26.36587987,27.89371267,27.59768603,26.93292046,26.39731453,28.29224011,27.34908357,27.58010592,26.34656662,26.71030281,26.88913499,23.95748327,28.25227888
ZNF787,28.56023282,27.84182153,27.97612662,27.19206476,25.96723646,27.76274912,27.78437894,0,26.99237256,27.66891733,27.22637309,27.21048259,26.37484368,27.32165152,27.60505433,26.37432964,25.47441472,25.72374717,0,0
TEX10,25.65831806,25.79986024,26.41541659,26.08066531,24.49136627,24.77369259,0,25.19042665,24.85129001,23.55870844,26.76761892,25.81648391,26.36412717,24.39191797,25.81455391,26.54185523,24.78276791,25.60806166,0,0
GTPBP4,29.34269818,29.14613055,29.68860849,29.8919181,26.87619279,28.11083079,27.85138534,28.66509239,28.20973922,28.51382348,30.05504337,29.81112119,26.36391002,28.77470448,28.42386242,29.16221352,22.80878275,25.85283826,0,26.6087949
TOP2A,29.36381814,30.1669845,30.02048928,30.4675243,27.98858553,28.01754552,27.22075751,25.67546048,28.54896257,28.61393118,30.55224661,29.49138538,26.3638265,29.63877238,28.65434195,28.49285651,25.13719567,27.66695535,25.80823285,25.88075329
POLR1B,26.90242222,24.57617477,24.63134227,25.61680794,25.1093668,23.23158976,23.92560514,0,26.02548785,23.68731075,25.02664906,25.07492117,24.94127404,21.08679969,23.89346967,25.54692601,0,25.23622563,0,0
SAP18,27.43356494,25.43479008,27.66790285,24.97189117,31.10418359,29.6499987,29.63086339,26.9444724,27.91689822,26.86855978,27.28621467,24.40555025,30.87752443,28.77089835,30.24036264,29.25146645,25.8624951,26.97213228,26.04533157,24.81049005
MRPL48,27.66356636,27.72539944,28.15093073,27.22600552,26.35393614,27.60667878,27.62380046,24.25428993,26.65266776,27.85709334,28.99894915,28.00469256,26.34739483,27.57765921,27.23690075,27.76856568,0,25.61315839,24.80459427,25.86069676
SAP30BP,23.39060667,23.60580322,24.65020419,24.15614914,26.41839555,28.10279542,26.04791253,24.81440723,0,23.9542027,23.89938274,23.22652744,25.27877357,27.24417929,26.11747475,25.70176332,0,0,0,0
POP7,26.40371512,26.43699906,25.86542443,25.46301242,24.8098525,26.25001196,26.6289532,25.12103735,25.86629736,26.34825633,25.98320169,25.01341946,26.33980489,26.38075024,25.47258772,24.88096343,0,0,0,0
SART1,29.23936137,29.46773806,30.06265383,29.14204511,29.37747318,29.48786386,29.52353964,26.92241001,28.24445152,29.4002537,28.18357163,28.25421783,29.57231963,29.57358415,29.42133627,28.344858,25.58394033,28.08080761,25.59965932,0
EXOSC3,28.55226494,28.07188711,27.60052445,26.67141667,26.60837192,27.34240148,26.97421291,24.14763535,27.73136824,27.1718829,28.2030316,25.40483597,26.32675136,27.43507632,27.51502748,26.40386137,26.09190392,26.9612423,0,25.43453559
RPL26L1,28.85025295,28.02854721,28.26458971,29.8276436,26.39654717,29.06188171,27.59917689,28.46797122,27.32414359,29.30256105,28.49182497,29.61111904,26.32347373,28.56913535,28.21103986,29.18264853,24.43109559,27.47506445,26.61161156,0
POLRMT,29.89531722,26.95759397,27.30399836,28.40568008,28.38240865,26.12788053,25.67651002,26.29801319,28.73873026,25.92822847,27.96620249,28.29824049,27.92269355,26.89434892,26.35825265,27.96322842,25.17150118,24.94846598,24.63555517,24.34150254
MRPL40,27.88302815,27.91564518,28.07663458,27.81811872,26.52865274,27.23315622,27.50172787,25.60966865,27.05019824,28.05465532,27.84415856,28.62912696,26.30676443,27.48600393,26.32228784,27.84379926,26.47345506,0,0,0
TFB1M,27.84050154,27.83725642,28.28885664,27.76344581,26.13155494,27.3595099,27.65499061,26.80710292,26.59804114,27.5092995,28.25723381,27.39852191,26.28522709,27.61083753,27.44671645,27.39599179,25.16518825,24.71523475,0,0
PPP1R12A,22.73032418,22.64361402,21.3527784,29.67514076,25.18294683,24.47407427,0,32.88254358,25.81953243,23.3877176,23.16897932,21.17712508,25.00556013,22.0026104,0,27.86147789,26.5155088,22.77257554,0,0
MRPL17,27.14617911,27.45151927,28.93522702,27.83948071,26.55775945,28.08866282,30.03275638,0,26.51313072,27.61750872,28.42630417,27.81622754,26.27524287,26.97169387,27.27390997,27.55537692,0,0,0,0
ZKSCAN8,29.27874699,27.48730805,28.18527426,27.37774207,26.96521181,27.50066466,27.45834165,23.65916234,27.52775833,28.23420749,27.44071015,26.48703198,26.27428331,27.21697079,26.93021541,25.21874532,23.77595422,24.06817013,0,25.7338652
MRPL1,27.74059708,29.35541982,29.49371557,29.01390392,27.05113225,29.22073445,28.98511439,25.96342689,26.66044143,29.35108639,30.0567237,29.41229819,26.27127608,28.72656919,28.44695303,28.9983036,25.5173724,24.12935535,25.05502785,0
SBF1,25.40668589,21.9588288,27.99787307,25.91285042,25.34749621,21.92404698,24.02360683,0,24.63417071,27.92710962,23.15358481,0,25.19362582,0,24.77821231,0,0,0,0,0
EXOSC9,27.21400837,28.09808318,27.53110953,26.62992598,26.2319852,27.43181294,26.31665442,24.52629625,26.65430781,27.04280859,27.47026192,26.4834998,26.26440179,27.79383397,26.94223653,24.99040455,0,27.44774134,25.58938004,26.3805686
ZCCHC6,26.12530089,24.65632797,25.44673222,25.62195773,25.6530506,25.03271435,25.28535057,0,25.59619362,25.31637822,24.89439518,25.45672915,26.26239584,25.61829319,25.02850505,24.542859,25.65897174,0,0,0
MRPL10,26.82019007,26.7206457,27.74124025,27.53088636,26.20291954,27.17436159,27.2950025,25.42694395,26.40186139,27.53058875,28.24222679,28.22972281,26.25814187,26.62658801,27.10858938,27.54443707,0,25.29003516,0,0
METTL17,27.73175665,22.99986103,26.69975289,26.6836481,26.18854146,23.80459427,25.57149528,25.42681602,26.84577429,23.8080364,27.86313345,27.57708291,26.25630718,24.32505342,26.00004592,25.28100462,0,0,0,0
PRPF4B,29.40673454,28.38216125,29.30269177,30.0043711,30.54452919,29.3208127,28.18919213,28.37633501,27.94547741,27.77058335,27.80248806,29.1226031,30.7215097,29.74879209,28.72630933,29.76401558,26.54090986,23.85214771,0,0
SDF4,25.3205502,26.79624997,25.56633607,25.84935833,26.35491143,26.15921339,25.11561078,25.58969434,25.87154733,25.67071459,0,24.63527839,26.86808873,26.42193011,25.50285098,24.06546084,25.54907277,24.67184855,25.51544864,0
EXOSC8,27.93382102,28.79909443,28.02532943,25.32556816,26.58147139,28.08212825,27.16096422,0,27.09758097,28.17650318,27.89197602,25.0997292,26.25187272,28.32268325,27.16221352,26.04019757,25.2001901,27.68585482,26.03435266,0
