Proteins,LFQ intensity 28a,LFQ intensity 28b,LFQ intensity 28c,LFQ intensity 28d,LFQ intensity 29a,LFQ intensity 29b,LFQ intensity 29c,LFQ intensity 29d,LFQ intensity 30a,LFQ intensity 30b,LFQ intensity 30c,LFQ intensity 30d,LFQ intensity 7a,LFQ intensity 7b,LFQ intensity 7c,LFQ intensity 7d,LFQ intensity CTLa,LFQ intensity CTLb,LFQ intensity CTLc,LFQ intensity CTLd
SNRNP70,38.14627662,37.15568333,38.48111261,38.71187123,37.88671897,37.07357588,38.21155088,38.18861566,38.82667045,37.97149432,38.18704902,39.51373628,37.54257895,37.05863593,38.02900407,38.96478721,28.56608924,28.56048794,28.42738363,31.50455295
ABHD12,27.53348789,24.61946909,24.22214042,0,27.64924499,22.92683599,0,0,28.06943067,0,25.82655605,0,27.86437386,25.12431508,25.22751195,0,25.80488963,0,0,0
GST,36.96688318,36.97053041,37.66943645,38.00692236,36.15784904,36.46136512,37.28243871,37.3094569,37.55649251,37.54646529,37.94021603,38.30894858,35.91416114,36.72288411,37.5621912,37.92503773,26.63381053,33.48363722,26.5165461,29.89951528
ACADSB,24.89910611,25.87680169,24.87937497,0,25.96435268,24.94342198,24.85262399,24.16829078,25.88446121,26.29265261,24.74509326,24.97762302,26.67788134,25.93332578,24.0822907,0,24.11195516,0,0,0
ACIN1,27.92886098,27.08962278,28.19891709,26.11747475,31.8677648,30.38339785,31.18139312,28.12376273,27.47676474,26.79451582,27.34891479,24.2084374,31.92648766,30.15569087,31.14916282,29.90841906,26.73724796,27.89654472,28.79804387,0
ACOT8,23.96199294,0,24.72863344,24.0997292,24.01546269,24.1375084,0,0,23.78576375,24.64597896,23.68528006,23.54108716,24.93889864,24.53457171,24.09410089,0,0,0,0,0
ADCK3,24.33381322,24.14367094,23.26627985,23.85908582,24.47963522,23.82677423,0,23.33783311,24.66003333,24.17820467,24.02791477,22.92248714,24.48099132,25.13461307,0,0,0,0,0,0
AFF4,28.91056497,25.25100587,23.38390043,23.04233269,28.16408543,25.83573953,0,0,28.09365773,24.57132168,20.9179431,22.99026604,26.65839979,25.48931561,22.27838366,0,0,0,0,0
AKAP17A,26.60893586,25.92458619,26.91570216,27.83599245,28.20643589,27.23544062,26.06767791,24.0071012,24.8190451,26.52732582,26.5568829,26.35813525,27.40649127,26.20235912,26.82189365,26.34614388,0,26.46040552,26.1120944,0
AKAP8,27.03915183,25.41751055,25.2643481,23.62912001,28.07193824,26.54005258,25.80146465,0,26.44881276,26.13233969,25.57256539,23.87079515,26.38858822,25.78745863,25.35477694,24.30521678,0,0,0,0
AKAP8L,28.28920854,28.01254594,27.21965023,27.14394336,27.60928821,28.00410317,26.15518419,25.84911967,28.57942269,28.30547774,27.89619824,27.8522787,27.99814217,27.49708959,26.29743604,25.94512016,24.35211834,26.6931198,0,0
ALDH3A2,29.11540242,26.71122227,0,21.89237679,30.04843233,25.89949799,24.81928879,24.66171939,29.70892253,26.08715591,24.23534932,0,30.04843233,27.0431216,24.79153812,24.38521784,26.69630749,25.38317534,0,0
ABCD3,24.65997891,0,0,25.32556816,25.89404819,0,0,27.0305481,25.68016398,0,24.67006621,23.84794967,24.96300788,23.39532179,0,25.93649686,26.40848485,0,0,0
ANKRD17,24.69625442,26.92025326,25.38287861,24.94167702,23.36866311,25.72847775,23.38876884,24.99731319,23.34827322,26.58749278,25.56383678,25.56569713,23.14345297,26.20333038,25.3848886,0,0,0,0,0
AQR,27.8086993,25.94815403,23.6841031,24.56185754,28.16274174,26.85078946,23.3280021,0,27.57708291,26.47215386,26.55743811,23.74868014,28.3451965,27.05775678,25.48185362,24.71675291,25.66174657,25.8931456,0,0
ACTC1,28.50657829,29.09270045,25.73368422,33.06552953,31.21007611,30.58468234,25.76260974,34.39151242,31.45777435,27.92331715,28.81586122,29.26241824,30.33862384,28.8382187,28.61565091,32.06181735,30.76856568,28.83430544,29.47022312,28.57978232
ARGLU1,31.02894234,28.35850419,29.50354869,30.20361509,32.35100212,29.47879088,30.39427532,30.9362104,28.52451141,28.19102939,27.36436099,29.06365696,32.39299686,29.30393306,29.14082696,31.66386321,26.26463445,24.6847452,25.58276381,25.83881979
ARHGEF2,28.9462865,28.86440338,28.15706524,27.55822672,28.22788831,27.82917204,26.15771098,26.53463108,28.61897925,27.9291997,27.85916878,27.50582149,27.59099369,29.26304539,26.91467619,26.92694002,27.71953641,26.26527852,25.02081246,0
ASCC1,26.99280474,26.75378884,26.16764018,25.72155859,26.89099099,26.97978295,25.36516236,25.33128655,27.28982416,26.93269523,26.36270676,0,27.05082098,26.68739085,25.75253888,25.84778245,26.34835765,0,0,0
ASCC2,26.99010154,25.01239675,24.74493934,0,26.56466551,23.91979879,25.28517416,0,26.28457421,24.07838669,25.39584475,23.30493838,26.4921154,25.90426122,24.41873331,0,23.96172805,25.14293127,0,0
ATXN2,27.45285492,26.4622324,26.66898494,26.10741249,27.51945857,26.58419847,26.6514365,24.84230123,26.82784042,25.82138279,26.82152877,27.19262919,27.75512688,26.99431632,26.93382102,26.87114778,0,0,0,0
ATXN2L,28.16614653,27.81561695,26.22418469,26.34509496,29.10226981,28.31233264,25.93802369,26.85816108,27.466066,25.94322074,25.05664102,26.59818316,29.10911269,29.15474975,26.25645116,26.42846228,27.10829026,26.28783565,26.95903229,0
TUBGCP6,21.47961056,0,0,22.47152142,33.71026175,21.00819607,0,21.57422394,29.31542403,17.93646541,20.1169277,21.5028085,33.81335171,20.53658872,17.88088685,22.0295838,18.93887891,0,0,21.61013632
BBX,27.06527593,25.80429885,25.4169954,26.15184047,24.97971755,25.91339839,0,23.40859822,25.20888387,25.3539025,25.62533428,25.92838663,24.36579646,25.53302739,24.82216118,24.27369659,24.46113968,25.1766078,0,0
BCAS2,29.47691921,28.24127228,28.09853502,28.7653758,28.60137488,28.99315578,28.19069979,27.12425591,28.7793463,27.96636753,27.61322866,28.26588655,28.54940332,28.85397458,28.30621686,27.58985147,27.23589707,26.26171461,25.29872993,24.30354554
BCLAF1,30.52896938,31.03898183,31.27353209,31.20821644,32.65499488,31.61372924,31.8506926,30.56674252,28.98717639,29.37000698,28.93517081,29.73937426,32.79182142,31.71378872,32.01670903,32.81009851,29.38790245,30.31915514,29.41790082,29.57540673
BOP1,27.71063126,25.42764738,27.3711086,27.25015657,23.07072696,26.71200991,24.65272246,23.80479119,24.5088161,27.8382187,25.62564085,26.27582896,23.06959661,26.41157512,23.87511488,25.0622112,22.81874287,0,0,0
BRD9,24.93997478,24.95588825,25.98056758,0,23.57137955,24.84895258,24.82045791,0,24.23870561,25.09816352,24.15954063,0,23.96648855,24.39597545,23.32333629,23.44404832,0,0,0,0
BUD13,25.33773105,25.30061621,26.19475325,24.50990352,0,24.78051694,24.32752249,0,24.1336728,24.13273191,0,0,24.37941221,25.53145166,24.99451055,24.43198823,0,0,0,0
C11orf57,0,24.12218343,24.59667705,23.96314021,0,24.59252,23.95482392,24.13586582,0,24.60110563,0,24.05597943,0,24.05895423,23.84966853,23.44505931,0,0,0,0
C12orf43,25.19193302,26.3751918,26.12530089,25.53145166,0,24.56917882,24.97447551,25.21322973,0,25.54111671,24.24292636,25.18567125,0,25.1727986,26.21952099,24.96190465,0,0,0,0
C17orf85,27.73615137,27.19779291,27.7929657,26.58419847,29.5536387,29.15822159,28.23740233,23.64504444,27.38640248,27.24780484,27.87008962,25.96635653,29.03582659,28.17436159,28.98964149,26.3164818,25.76610282,24.27362545,0,25.89434892
IGF2BP1,33.8931087,33.80683797,33.92459539,33.32495903,33.28636891,33.68802065,33.36267437,32.07227055,33.55761978,33.68947939,33.78038709,33.25673346,33.31810472,33.52752531,33.37735941,32.74372581,31.21777977,31.94209668,32.22481029,30.48173816
C19orf43,25.91952605,24.74704153,24.20970204,0,25.26574351,24.93651933,25.84548718,0,27.08537391,23.68088829,0,0,24.88818286,25.56223613,25.2335951,0,0,0,0,24.17447589
ADAR,29.34688782,28.36527918,27.77592911,28.22761293,29.6092706,27.42205848,26.68752434,26.27001081,28.64855946,26.54492341,28.69015824,27.49655637,28.53296796,28.3423167,27.32979921,27.96102146,24.62036438,24.40671832,0,0
C1orf35,28.23214993,28.94349464,29.93424296,29.24318067,27.77881388,28.88869964,28.90876262,27.56340042,27.95537836,29.20188726,28.46310599,28.66200474,27.18640823,28.806765,28.71296107,28.29030767,25.94212465,28.15639027,26.90861948,26.1165034
YBX1,33.89337998,33.49952464,33.73559873,33.26765665,33.21054065,33.59534902,33.413368,32.62296315,33.53264291,33.500356,32.90178233,33.37049034,33.18498767,33.61949096,33.01826876,32.76053805,30.27086187,31.32544163,31.350001,28.41215684
AP2B1,28.04035436,24.60563369,23.48111453,27.91010744,27.68016398,23.16744877,24.22486547,29.00383518,27.80710292,24.19467811,0,0,27.81390593,25.77321468,24.47035502,26.75289612,29.0102798,26.18646491,26.59063684,0
C2orf47,24.54037781,25.11175622,24.27653906,24.64333877,25.76415483,23.56034216,23.73065588,0,25.64254027,24.33183324,25.59217779,24.99545974,26.56313854,25.18808865,24.05042661,0,25.00581709,0,0,0
HNRNPU,33.63698497,33.90607279,33.08115693,33.64334307,33.25518633,33.76426083,32.68810404,33.32522716,33.47508379,33.97570651,33.69933922,34.12701768,32.98972945,34.07932998,32.34881456,33.29611364,31.65373571,32.15698691,31.53412826,30.36191657
RPL3,34.74414701,34.13093419,34.20084138,34.85429233,33.3540276,33.59634916,33.50769858,33.04289989,34.04579893,33.89238505,34.14657062,34.47121208,32.92053722,32.84228624,32.88412783,34.35573486,32.35911713,32.80345456,32.26242944,30.86835371
TUBGCP5,20.95787289,21.94256319,0,0,33.60443585,21.60263544,21.25764565,26.02753517,29.86736715,20.21002918,21.36308456,0,32.89538584,19.56148933,20.57459353,25.03048495,0,21.27446461,23.81587343,21.29810061
LARP1,32.99413757,32.41263638,32.46224313,32.60701845,32.62670984,32.70577909,32.96297686,32.76957092,32.60655525,32.5310398,32.84707453,33.06205869,32.88407323,32.63758965,33.12487831,33.60487764,28.72406607,27.87589996,27.15489458,0
C7orf50,30.07851903,30.35405388,30.36034746,29.73961569,28.12252905,29.33142324,29.27637488,26.53436392,28.90793221,30.10998444,29.49954365,28.67673866,27.30033692,29.15882349,28.97098117,28.18909785,25.18854146,28.06126373,27.15209201,25.71434405
CAAP1,26.33761197,24.46295003,25.61607877,24.32388599,27.72364303,25.64586905,0,0,26.16432525,23.92994462,0,24.27348318,28.38660804,24.17004974,24.79436708,23.81899636,0,0,0,0
CASC3,28.51092222,26.20329303,26.78631231,26.27289613,29.49590863,27.68612208,28.16767846,26.2426175,27.66830872,24.30619078,26.46232603,25.78281789,30.11570006,28.33760346,28.20036786,27.99937935,24.49307801,0,23.79986024,25.77409492
AP2M1,25.50669934,24.87670803,0,27.39042627,25.30897,0,0,28.47173536,25.67911709,24.49509282,25.85395673,26.46397905,25.55321022,25.11810874,0,25.47134776,26.2348927,0,0,0
APOBEC3C,27.25493864,26.14390444,26.27358989,27.69630749,27.30399836,25.97668386,23.27042081,26.37228827,26.87888406,26.02582576,25.84957309,27.02199861,27.39697172,25.69513949,24.43987044,26.88471738,0,0,0,0
ILF3,33.39789999,33.62983915,33.0005819,32.96803413,32.75047025,33.03909626,32.34345025,32.12746362,33.01286891,33.18749707,33.55807615,33.0222434,32.6292312,33.26877232,32.47670198,32.3877176,31.11172638,31.99685006,31.40126126,30.08309256
RPL6,34.38766625,34.98337228,35.28949852,34.70119983,33.04369852,34.43141446,34.35166037,33.06279855,33.33989831,34.79821966,34.48273608,34.19652423,32.6041486,34.19725686,34.38348797,34.26318534,31.84584157,33.26164512,32.68626821,31.15394086
CCAR1,26.41546494,28.57726302,26.37540725,23.92379317,28.73149772,28.68592164,27.56310944,28.20401174,26.20170502,26.34022949,24.16813772,24.00273056,27.94943482,28.43559301,27.28197741,26.20830715,26.61862926,24.43764998,0,0
RPS18,33.19176775,33.73105257,33.63730894,33.27253133,32.38699854,33.88549217,33.12125416,35.05192796,32.68022267,33.9593882,33.57350741,34.67161281,32.53178349,33.50675324,33.12006469,34.45549801,31.10067932,31.23174951,31.38715266,29.55727741
CCAR2,29.27681856,29.11058192,28.67811648,28.55636403,29.73041294,28.91070791,28.39447977,28.03427918,30.13087283,29.42516387,28.86431482,29.09181819,30.31527286,28.89602496,28.2756869,28.52200592,30.01903141,28.9276183,28.38800513,24.14740245
CCDC12,23.93346087,24.60342804,24.79238242,0,24.35662498,26.55228693,24.83547451,0,23.64921758,24.70788315,0,0,0,24.55894194,25.28982416,0,0,23.79213415,0,0
RPL26,34.22057879,33.14009254,33.73054656,33.64269777,32.78300531,33.33790646,33.25771713,32.59608252,33.29104362,33.78536544,33.60432537,33.62058374,32.46238941,33.00843426,33.34453529,33.28278389,31.21274519,31.8035123,31.71136999,29.77727814
CCDC59,25.50263857,26.40629663,26.69948816,27.01637696,24.42860604,25.18131728,25.08764153,25.44309986,24.83103426,26.03094794,25.36466155,26.83857938,0,25.83588406,25.6303149,24.81885012,0,24.03674376,24.05837627,0
CCNT2,30.11371459,26.22444232,23.16183308,22.63602006,30.83477258,27.52178133,28.81656325,24.88049642,29.9179795,23.19738049,23.99248062,23.58221826,30.07150357,28.0150479,27.10589508,27.45136206,0,0,0,0
CD2BP2,26.51750756,26.19494107,26.43953759,25.35729641,26.97847429,27.77749763,25.58029285,25.56229437,25.28365615,26.85102784,24.68115647,24.97784134,27.19807404,27.3316795,26.25576712,26.71148487,24.39466784,24.97057532,0,0
CDC40,25.43240248,24.37974271,24.4316695,24.50124193,25.28510359,24.93508086,25.05187903,23.53563989,24.01894654,23.58955149,23.8757711,24.04476897,25.14281444,24.71764212,25.28220725,0,23.53029107,0,24.59360312,0
RPLP0,33.94567624,34.72471461,35.09037546,34.43440037,32.72588289,34.39553988,33.91687687,32.21561184,33.33204779,34.54016993,34.16368965,33.96128716,32.40390402,33.97724292,34.19798912,33.13180819,31.19923311,32.91648541,32.59870229,31.05904709
CDC42BPA,27.40795026,25.21345224,25.6662511,24.12123502,25.53043992,24.94015406,25.6814514,23.80567697,25.22831963,25.2673162,25.31264425,0,24.37901552,25.56914984,24.64542932,24.62109139,24.44101106,24.03816815,0,26.03489835
CDC73,25.21545331,25.8878576,25.92621617,26.45879533,23.84766299,24.70086427,25.47716634,23.58978005,24.0548209,26.08452263,25.91198238,26.22365088,0,26.38779976,26.54216529,23.30382422,0,0,0,0
RPS3,33.21971369,33.70006307,33.59234445,33.56183569,32.37204847,34.08329867,33.34506428,35.01138665,32.56090242,33.95696771,34.00562639,34.79768836,32.37942667,33.72303674,33.252933,34.50533408,31.5067296,31.90253723,31.70557313,30.57027598
HNRNPK,31.85827226,32.52182812,32.29936551,30.81184084,32.20040294,32.97004179,32.48142542,30.72444019,31.91979169,32.82312446,32.68760359,31.27580899,32.36233472,32.65369301,32.48298846,31.4470713,31.15496698,31.36504969,31.6575738,30.47875231
RPS3A,32.79059856,33.34466755,32.48387743,34.43781416,32.48517387,33.53704809,32.36783766,35.64983386,32.32125368,33.07837587,33.10096123,35.95688119,32.35861946,33.14632784,32.3073954,34.50083084,31.10580769,31.34493205,31.44297533,30.34159585
ASPH,29.20520101,28.06640556,27.75995897,28.61375558,28.45085098,27.31941358,27.34739483,27.11733603,28.57040266,27.54465815,28.4439535,28.44588812,27.92388382,27.98950616,27.74284692,27.68297873,26.16945729,25.82289054,24.28799413,23.72431983
RPL4,34.48591759,34.05657836,34.06036846,34.78038709,33.18439659,33.46866561,33.851363,33.0639719,33.22618932,33.38265086,34.13438112,34.55047021,32.31893973,33.68791639,33.5443219,34.04278576,32.02963356,32.86905274,32.35118646,30.47498712
CDK11B,27.83851928,27.22020398,28.02833642,28.28647908,28.83608277,30.09722932,27.78830533,27.60604334,23.2511576,27.84385915,27.68036521,26.63464158,28.36294081,29.70997429,28.28665533,28.22310767,24.37059323,24.35716215,0,0
RPS4X,33.19363404,33.60410441,33.49130414,33.98727467,32.56317764,33.53206228,33.38740948,35.54368835,32.71446443,33.86866648,34.24735497,35.17317938,32.27397664,33.46075507,33.29542955,34.53420945,31.58969077,31.84770928,31.98335529,30.91356389
CDK12,29.7119607,26.90403148,28.57945866,27.91684128,30.2915377,28.38681358,28.58154322,27.67357478,28.50464765,27.31889664,27.13398629,27.63124512,29.7947327,28.92857864,28.79581663,28.28700777,27.41788071,26.7351831,26.44539089,25.28563278
CDK9,31.65040108,30.15073709,28.88875769,27.51344702,31.66449912,30.7765881,31.03104789,28.72530192,31.46295003,29.68925859,29.74915985,26.9509369,31.13025915,31.04784754,30.88779951,30.1759324,24.65583684,25.33599489,0,0
RPL12,33.97937412,32.91402745,33.46026685,32.90323785,32.617281,31.81226175,32.67896436,31.11303145,33.27946671,32.57664152,32.63439058,32.45248185,32.24184052,32.06017516,32.48440575,31.92231075,30.90109899,31.29427953,31.6609344,29.95213189
CDKN2AIP,27.85756799,24.52832485,23.47432188,23.31755173,26.83773764,24.6389277,0,0,27.91096518,24.82880899,24.57853762,0,26.41280292,24.53213568,23.92714354,0,0,0,23.82502786,0
CDKN2AIPNL,25.87534928,24.81636183,24.93377601,0,25.23921567,24.78191796,25.58058038,0,26.15135664,25.35967745,0,0,25.71782513,24.41583562,24.74416947,0,0,0,0,0
CEBPZ,26.75059802,24.79089214,25.77172964,28.83818863,23.44139107,24.30577343,25.09820368,24.20426366,23.87942171,25.06295227,24.41815424,25.38482274,0,25.28707824,23.27739071,26.07753127,0,0,0,0
CELF1,26.20349841,26.28038523,26.19063387,0,27.22140303,26.91113667,26.6087949,23.23613802,26.1794771,26.44045671,25.96969743,0,26.71724989,26.78681082,26.67572966,24.37603687,24.83113093,0,24.81063714,0
CEP170,29.0131319,28.2158606,28.03930874,28.04265206,28.05113225,27.46777692,26.65758232,26.83484791,27.80187163,26.95593258,26.6597612,26.82832479,27.57130721,27.74085438,26.91147958,26.71056558,26.71305943,26.54889644,25.56162451,24.68949855
RPL31,33.49714671,33.30089327,33.61280698,33.67808289,32.34535514,32.66549482,32.56492712,33.41412446,32.85417155,33.2403342,32.50272866,34.17228538,32.14446008,31.66665913,32.78538493,33.27030495,30.70024915,30.97527943,31.09049377,27.72422874
HNRNPH1,31.2154672,32.51979129,32.73592146,31.01092001,31.89976735,32.88736376,33.0713757,30.81589175,31.22928732,32.62794934,32.45459137,31.19483777,32.1092684,33.01333493,33.50166144,31.24586857,29.86221721,31.41684444,32.15701704,27.81188676
LOC100293211,31.39284336,32.52589317,32.93331101,32.84063659,31.84811985,32.28460509,34.06286287,33.60310964,32.07740521,32.6671669,32.70530534,34.42429804,32.09310989,32.06461443,31.44544418,34.5044464,26.60286194,25.99455371,27.24145414,0
CGGBP1,24.52522113,25.68421013,25.97679309,25.33394968,0,24.77499974,25.28114616,23.91278191,0,25.16614653,25.05415847,25.12210442,0,24.78276791,25.86563681,23.97980475,0,25.23607961,0,0
RPL13,33.90347132,34.48591759,34.73125493,34.22281123,32.6205182,33.50509742,34.27628058,32.30397115,33.224034,33.85340951,34.38136205,33.73781609,32.0642932,33.02838254,34.20623791,33.55442116,31.32093102,32.9619081,32.68476442,30.39795098
RPS7,32.52722234,32.98708827,33.42767335,33.52542651,32.11731125,33.61313643,33.00873478,34.78950098,32.14491585,33.58048784,32.32181815,34.57215244,32.06184953,32.81715056,32.46536063,33.88885202,30.92740637,32.23403614,32.50668232,30.53445298
CHAF1B,21.31920683,23.58313695,23.75480841,0,21.14295463,23.63322851,23.73624171,0,21.52401365,24.10253514,22.81286121,0,21.86566985,23.22427671,23.08788428,0,23.96331663,0,0,0
MRPL27,33.63114102,33.09815536,32.4431977,33.38535362,34.4194086,32.76002244,32.50954019,31.71059021,32.22478154,32.83729402,33.90768514,34.0391126,32.03406924,32.37287878,32.06987237,33.97314217,33.90023536,0,0,0
CHERP,27.46450886,27.29096675,25.86306253,26.04553988,27.82723473,27.66186887,26.75544528,26.9179795,26.09337565,26.89052721,26.72520439,26.38937624,27.05889231,29.10129318,27.62296315,26.26690532,26.97486932,25.2550107,0,24.81787483
RPS19,33.14725323,33.06287895,32.96090757,33.43750415,32.17569451,33.40907389,32.63105427,34.81759851,32.20381926,33.15031342,32.96252877,34.90517626,32.00577695,33.29625043,32.84466367,34.29220993,30.60734922,30.57081882,31.05646532,29.66654909
CHTOP,28.5156667,29.17243144,30.62992598,29.12780183,29.6229108,29.21676269,29.2102271,27.62985651,28.33287478,28.17383761,30.12853947,28.74992706,29.04478981,28.46797122,28.95396413,28.60763142,25.5661328,27.41989076,28.01950869,25.54102806
CKAP2,25.67645621,25.4120599,23.96754431,26.08068564,24.28347953,25.44890726,0,24.17058465,23.48111453,25.02698669,23.79837766,25.47490978,25.33159409,25.92791212,0,24.90260623,24.775904,0,0,24.7345889
RPL5,34.01113669,33.90293249,33.87032116,34.13399854,32.53642291,33.21373034,32.40709936,32.74841223,33.08374248,33.10257331,33.95696771,33.83939811,31.8932353,33.46002268,32.78478064,33.43079161,31.2018639,31.74819227,31.12089897,30.36713466
RPL11,33.47012128,32.85192142,34.08741455,33.33737484,31.86710198,32.71550807,32.515145,31.62810148,32.67394117,33.07075217,32.61522117,32.75009083,31.87323979,32.42101517,32.08074409,32.6861012,30.53806632,31.43599034,31.11141547,27.90357187
CLK3,23.04158095,23.038771,24.55004217,0,25.84129368,26.70213336,25.92247806,24.44056759,22.89991742,25.65485407,24.26140975,25.30215137,26.78281789,26.03963296,26.65785486,28.11689004,0,0,0,0
RPL32,33.71149307,33.71998104,33.33750776,34.00118616,32.4108436,32.70617034,32.50410301,31.9641998,32.50178006,32.81545281,33.10324578,33.490348,31.84374686,32.51175646,32.66155037,33.01543013,30.44549351,31.739004,31.33798619,27.48000519
HNRNPR,32.30869774,32.52402561,32.24818952,32.12961451,32.11728028,32.29871026,32.07632239,31.2999659,32.28824061,32.59027098,32.59437044,32.51580296,31.84056156,32.34577811,31.80305033,31.56046972,28.64498945,30.46080389,30.4016173,26.76812394
NPM1,34.51975615,35.22726577,34.91643202,34.80582954,32.3708021,34.82088239,33.12180994,33.43004384,32.94564136,34.79158857,34.26932983,34.41191701,31.8349609,34.38393852,33.7612913,34.96089894,30.84602845,32.98590155,32.67570864,32.35977169
CLNS1A,24.59838196,26.10475598,27.03244112,0,26.14195743,26.75174753,25.7598955,0,26.79699255,27.79940327,24.22250897,0,0,26.18417724,24.61380475,0,0,0,0,0
RPL10A,33.48963048,33.14076298,33.17554581,34.09285794,32.36523225,32.04807499,32.53106304,32.30007503,33.08415447,32.0983907,33.32991146,33.51359291,31.81344728,32.6487523,32.5261731,33.224034,31.60399391,31.99347974,31.57632616,30.78019151
RPS15A,32.15493681,31.82365597,32.27336534,32.35447431,31.81829398,32.33971252,30.52224918,33.62211225,31.85886506,31.76580257,32.65155625,33.5325268,31.79768836,32.87364316,32.1587934,33.57868967,31.32361761,30.92775956,28.63034268,30.14710157
COPG2,25.89038805,26.60794882,24.09152061,25.82553744,27.19872979,25.7141344,0,25.67621407,26.53087148,26.41936038,24.98585271,25.6015024,26.99302077,26.4990836,24.89873718,25.03136871,27.09667655,26.3812785,0,25.38686291
CPSF1,28.17578967,28.47192913,28.19685543,25.74957547,30.29985675,29.70474075,29.34028043,27.8588132,25.76139277,27.42846228,28.21243211,26.63878964,30.31224608,30.25586165,29.49946762,29.4839687,24.56045879,24.42367812,0,0
HNRNPD,32.64943774,31.43001891,32.09172363,32.39000082,31.76852624,32.47036375,32.16089812,32.4969563,31.64142782,32.29063175,32.02363194,33.08637086,31.6932029,32.1916354,32.11805427,32.19782806,29.52353964,30.43807451,30.97807873,28.64711879
CPSF2,28.44908049,27.53926876,27.71319057,27.81817968,29.96787957,29.77472019,29.10219471,27.94603545,27.43714197,27.58842242,27.38195505,26.94122926,29.831892,29.62135693,29.08501927,29.12410798,25.03456256,25.51240749,0,0
CPSF3,27.98701371,28.36156106,27.78338006,26.83508894,30.03983164,29.52829877,29.10044122,28.1360419,26.50778835,27.27985411,27.57145188,25.79496194,30.19518989,29.48878334,28.86298571,29.09770654,25.0410545,26.35294337,24.28305556,0
RPS2,32.59207707,33.30334521,32.95845506,33.65544279,31.55595281,33.34374144,33.01717381,34.95839456,31.70516112,33.66447793,33.54005443,35.00809192,31.6615716,33.34691423,32.71348148,34.04099116,30.70363566,31.12342974,30.98779983,29.95435248
ALYREF,32.67801991,31.89330764,32.22351625,32.03590523,32.06551348,31.55723176,31.48212298,30.67749494,31.58405506,31.40613643,31.72358607,31.85827226,31.65948902,31.38663888,31.72232432,31.32200626,30.16038726,31.48058308,30.99300727,30.14795068
RPL21,33.38997518,33.35573486,33.7413367,32.95298236,32.00118616,33.16873371,32.53582063,31.57501894,32.42969475,32.88651003,32.89847051,33.32455673,31.65531483,32.66263298,32.60470094,32.63274505,30.34403257,31.48984577,30.68762445,27.61904924
CPSF4,26.04186917,26.13975415,26.35395296,26.63961782,27.32216747,28.04098137,27.03233602,26.30009249,0,25.72252302,25.68883189,26.1134066,27.42029244,27.47769133,27.25601917,27.1498654,0,0,0,0
RPL17,33.34612168,33.23134897,33.33378124,33.58832859,32.13332494,32.63285337,32.53357143,32.11076235,32.50954019,33.11010894,33.39547604,33.47894513,31.62243958,32.41837846,32.62546928,32.63858252,30.31570474,32.00871808,31.49728949,29.77137073
CPSF6,29.98400077,27.80513572,29.16389355,28.87900096,32.04683986,30.49065881,31.09320436,29.48759556,28.16906537,28.12396003,28.40689669,28.75493581,31.29854641,29.70717885,31.10143095,30.43300771,28.806427,28.58337371,27.22628121,0
RPL23A,33.43191254,33.37619526,33.6575738,32.91449086,32.20617968,32.88861618,32.74705194,32.1822815,32.64832374,33.10111782,33.31175904,33.04669352,31.59245584,32.69762119,32.78883037,32.30489596,30.57163271,31.80581993,31.77222849,29.65843384
RPS9,32.99233204,33.37593644,33.85517461,33.7604984,31.91238648,33.66902719,32.94176446,35.43181916,32.25872821,33.65202661,33.64892369,35.26217038,31.57181351,33.35704676,33.2696085,34.59189879,31.09628698,31.72387083,31.35421156,30.79350843
CPSF7,28.73230672,27.72955426,28.65075201,28.29206454,30.97425394,28.85415297,29.89599608,28.56499978,26.85851682,26.8086993,27.78356741,28.14792642,29.86075299,29.24286278,29.47400075,28.72588695,26.27973016,25.04497737,24.38482274,0
RPL13A,33.55727741,33.86156663,34.16451407,33.40882089,31.91110094,33.07680021,32.46372965,32.25521448,32.53679342,33.21491742,33.30918582,33.11772925,31.53454574,33.17401328,33.00363416,33.22862812,31.00838417,31.67560349,30.99050734,28.74634327
CRNKL1,25.85562093,0,24.9400196,24.37411403,26.72468412,25.1012531,0,24.11973208,24.46207635,23.89652162,23.83142091,24.25190883,24.79733895,24.98133001,24.65681893,0,23.81156833,0,0,0
RPL37A,33.14567516,30.9218853,32.4808238,33.18665617,31.9308992,30.54130137,30.25180501,31.41533397,32.24504685,30.55435254,30.87158846,32.82169982,31.49180586,29.14790217,30.04218237,32.65601847,28.48231535,27.27177475,28.9428797,27.23516669
SSB,32.64334307,31.96832601,32.29192187,31.58235108,31.94020728,32.49412106,32.70278978,31.74494896,32.84640214,33.05383037,32.4171715,32.190429,31.48998928,32.39248515,32.48447778,32.34164886,28.55767912,29.87041303,29.914277,26.02043099
CRTAP,24.77876376,22.77283727,0,0,26.75149216,25.12900153,25.08796519,0,25.81374695,23.51653107,0,0,26.98544016,24.36746381,24.35957692,24.12628603,23.96982914,0,0,0
CSNK2A1,29.61437008,29.28480363,29.65746307,30.19025237,29.63493579,29.76305,29.86614404,29.47272328,29.03044286,29.74419514,30.07979091,29.02770389,29.17925878,30.71636698,30.25045027,30.85117681,28.68324652,28.44090813,27.35211834,26.35045001
